dCalendário[Ano];d_IES[UF];d_IES[Organização Acadêmica];dimUnidade[Instituicao];d_IES[Instituição (Nome)];dimCurso[nomeCurso];dimCurso[tipoCurso];dimCurso[tipoEixoTecnologico];dimCurso[SubeixoTecnologico];Número de cursos;Número de concluintes;Número de ingressantes;Número de inscritos;Número de Matrículas;Número de vagas;Matrícula Equivalente Apresentada Geral
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Processos Gerenciais;Tecnologia;Gestão e Negócios;Gestão e Negócios;1;;39;351;39;40;39
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Programa Especial de Formação Pedagógica de Docentes;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;;57;110;57;72;57
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Programador Web;Qualificação Profissional (FIC);Informação e Comunicação;Informática;13;77;3308;3611;3308;3617;826,9
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Qualificação Profissional - Controle e Processos Industriais;Qualificação Profissional (FIC);Controle e Processos Industriais;Controle e Processos Industriais;1;13;23;33;23;23;4,6000000000000005
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Qualificação Profissional - Desenvolvimento Educacional e Social;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;4;662;1569;1196;1610;1119;391,20000000000005
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Qualificação Profissional - Gestão e Negócios;Qualificação Profissional (FIC);Gestão e Negócios;Gestão e Negócios;1;9;1265;1265;1265;1265;284,625
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Qualificação Profissional - Informação e Comunicação;Qualificação Profissional (FIC);Informação e Comunicação;Informação e Comunicação;1;17;;;27;;1,35
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Química;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;;11;79;92;18;101,2
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Reparador de Eletrodomésticos;Qualificação Profissional (FIC);Controle e Processos Industriais;Elétrica;6;305;1411;2381;1411;1474;282,2
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Saneamento Ambiental;Tecnologia;Ambiente e Saúde;Meio Ambiente;2;;19;40;169;35;169
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Sistemas Para Internet;Tecnologia;Informação e Comunicação;Informática;7;23;52;138;569;67;711,25
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Administração;Técnico;Gestão e Negócios;Gestão e Negócios;4;7;118;242;422;120;464,20000000000005
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Agricultura;Técnico;Recursos Naturais;Agrícola;1;;;;15;;18
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Agroecologia;Técnico;Recursos Naturais;Agrícola;1;;27;40;27;27;32,4
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Agroindústria;Técnico;Produção Alimentícia;Agroindustria;2;19;;;54;;62,099999999999994
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Agropecuária;Técnico;Recursos Naturais;Agrícola;6;56;240;607;886;254;1063,2
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Alimentos;Técnico;Produção Alimentícia;Alimentos;1;;46;81;120;50;144
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Automação Industrial;Técnico;Controle e Processos Industriais;Automação;5;20;96;231;323;96;410,21
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Comunicação Visual;Técnico;Produção Cultural e Design;Comunicação;4;1;27;462;206;30;236,89999999999998
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Controle Ambiental;Técnico;Ambiente e Saúde;Meio Ambiente;3;39;68;216;322;64;373,52
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Cozinha;Técnico;Turismo, Hospitalidade e Lazer;Hospitalidade;1;3;2;;82;;98,39999999999999
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Desenvolvimento de Sistemas;Técnico;Informação e Comunicação;Informática;2;5;27;59;94;30;117,5
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Design de Interiores;Técnico;Produção Cultural e Design;Design;2;1;30;350;225;30;270
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Edificações;Técnico;Infraestrutura;Civil;10;28;142;809;807;171;1049,1000000000001
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Eletroeletrônica;Técnico;Controle e Processos Industriais;Elétrica;3;7;52;121;166;44;210,82
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Eletromecânica;Técnico;Controle e Processos Industriais;Automação;9;64;160;745;752;154;955,04
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Eletrônica;Técnico;Controle e Processos Industriais;Elétrica;3;21;78;548;544;80;690,88
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Eletrotécnica;Técnico;Controle e Processos Industriais;Elétrica;6;37;145;627;810;149;1028,7
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Eventos;Técnico;Turismo, Hospitalidade e Lazer;Eventos;2;2;68;516;266;68;292,6
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Fabricação Mecânica;Técnico;Produção Industrial;Mecânica;2;15;29;67;171;50;217,17000000000002
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Florestas;Técnico;Recursos Naturais;Agrícola;1;16;29;44;98;32;117,6
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Informática;Técnico;Informação e Comunicação;Informática;14;108;351;2210;1461;345;1826,25
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Informática Para Internet;Técnico;Informação e Comunicação;Informática;6;35;142;260;504;144;630
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Logística;Técnico;Gestão e Negócios;Gestão e Negócios;1;11;27;69;73;32;74,46000000000001
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Manutenção e Suporte em Informática;Técnico;Informação e Comunicação;Informática;1;2;18;63;65;18;81,25
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Mecânica;Técnico;Controle e Processos Industriais;Mecânica;9;24;169;717;569;183;722,63
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Mecatrônica;Técnico;Controle e Processos Industriais;Automação;6;16;154;254;572;154;726,44
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Meio Ambiente;Técnico;Ambiente e Saúde;Meio Ambiente;3;17;61;148;215;70;232,20000000000002
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Plásticos;Técnico;Produção Industrial;Petroquímico;1;2;68;304;232;68;294,64
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Química;Técnico;Produção Industrial;Química;5;32;84;722;527;92;669,29
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Refrigeração e Climatização;Técnico;Controle e Processos Industriais;Mecânica;2;42;64;76;238;66;302,26
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Secretaria Escolar;Técnico;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;;12;17;12;17;12
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Secretariado;Técnico;Gestão e Negócios;Gestão e Negócios;1;;;;20;;20
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Sistemas de Energia Renovável;Técnico;Controle e Processos Industriais;Elétrica;3;4;59;141;213;64;270,51
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Telecomunicações;Técnico;Informação e Comunicação;Telecomunicações;3;4;57;124;289;102;361,25
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Vestuário;Técnico;Produção Industrial;Vestuário;2;11;56;229;205;60;260,35
2020;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Viticultura e Enologia;Tecnologia;Produção Alimentícia;Agroindustria;1;;20;83;87;35;100,05
2020;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Eletrônica Industrial;Tecnologia;Controle e Processos Industriais;Elétrica;4;;37;173;100;32;123
2020;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Fabricação Mecânica;Tecnologia;Produção Industrial;Mecânica;2;;40;96;136;40;167,28
2020;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Mestrado - Desenvolvimento Educacional e Social;Mestrado;Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;2;10;20;206;57;20;57
2020;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Redes de Computadores;Tecnologia;Informação e Comunicação;Informática;2;1;43;137;179;40;223,75
2020;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Automação Industrial;Técnico;Controle e Processos Industriais;Automação;1;20;25;40;79;32;100,33
2020;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Eletromecânica;Técnico;Controle e Processos Industriais;Automação;2;33;61;136;186;64;236,22
2020;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Eletrônica;Técnico;Controle e Processos Industriais;Elétrica;3;13;29;70;57;32;72,39
2020;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Eletrotécnica;Técnico;Controle e Processos Industriais;Elétrica;2;51;56;244;214;57;271,78000000000003
2020;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Informática Para Internet;Técnico;Informação e Comunicação;Informática;1;46;24;371;126;25;157,5
2020;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Mecânica;Técnico;Controle e Processos Industriais;Mecânica;3;66;54;292;210;57;266,7
2020;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Segurança do Trabalho;Técnico;Segurança;Segurança;1;27;31;129;89;32;98,79
2020;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Soldagem;Técnico;Controle e Processos Industriais;Mecânica;1;15;11;20;52;32;66,04
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Assistente de Contabilidade;Qualificação Profissional (FIC);Gestão e Negócios;Gestão e Negócios;1;;1;1;1;;0,3
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Ensino Médio;Ensino Médio;Propedêutico;Propedêutico;1;;40;702;112;35;112
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Florista;Qualificação Profissional (FIC);Produção Cultural e Design;Design;1;;2;2;2;;1,2
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Geoprocessamento;Tecnologia;Infraestrutura;Geomática e Agrimensura;2;7;52;70;182;40;227,5
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Gestão Ambiental;Tecnologia;Ambiente e Saúde;Meio Ambiente;1;7;49;70;176;50;193,60000000000002
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Gestão de Cooperativas;Tecnologia;Gestão e Negócios;Gestão e Negócios;1;11;41;70;221;40;221
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Sistemas Para Internet;Tecnologia;Informação e Comunicação;Informática;1;8;40;70;183;40;228,75
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Administração;Técnico;Gestão e Negócios;Gestão e Negócios;1;23;47;308;128;40;140,8
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Agricultura;Técnico;Recursos Naturais;Agrícola;2;8;72;135;143;70;171,6
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Agropecuária;Técnico;Recursos Naturais;Agrícola;2;30;79;178;227;80;272,4
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Alimentos;Técnico;Produção Alimentícia;Alimentos;1;22;43;115;111;40;133,2
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Contabilidade;Técnico;Gestão e Negócios;Gestão e Negócios;1;2;48;140;104;40;104
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Cuidados de Idosos;Técnico;Ambiente e Saúde;Saúde;2;;35;72;60;35;60
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Enfermagem;Técnico;Ambiente e Saúde;Saúde;2;2;33;235;67;35;87,10000000000001
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Farmácia;Técnico;Ambiente e Saúde;Saúde;1;2;41;94;99;40;118,8
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Geoprocessamento;Técnico;Infraestrutura;Geomática e Agrimensura;1;3;46;143;108;40;129,6
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Informática;Técnico;Informação e Comunicação;Informática;2;3;69;190;182;70;227,5
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Meio Ambiente;Técnico;Ambiente e Saúde;Meio Ambiente;2;11;48;81;108;40;116,64000000000001
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Paisagismo;Técnico;Produção Cultural e Design;Conservação;1;1;45;128;112;40;128,79999999999998
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Secretariado;Técnico;Gestão e Negócios;Gestão e Negócios;1;25;41;138;92;40;92
2020;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Zootecnia;Técnico;Recursos Naturais;Pecuária;1;13;36;85;101;35;121,19999999999999
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Agente de Proteção Civil;Qualificação Profissional (FIC);Segurança;Segurança;2;;25;25;40;25;11,4375
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Agronomia;Bacharelado;Recursos Naturais;Agrícola;7;64;319;1137;1143;325;1314,4499999999998
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Análise e Desenvolvimento de Sistemas;Tecnologia;Informação e Comunicação;Informática;2;4;35;56;233;40;291,25
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Ciência da Computação;Bacharelado;Informação e Comunicação;Informática;4;8;121;619;415;120;456,50000000000006
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Ciências Agrárias;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;10;23;93;141;40;152,28
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Cuidador de Idoso;Qualificação Profissional (FIC);Ambiente e Saúde;Saúde;2;;49;50;49;50;14,7
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Desenhista de Moda;Qualificação Profissional (FIC);Produção Cultural e Design;Design;1;2;15;15;15;30;4,5
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Design de Moda;Tecnologia;Produção Cultural e Design;Design;1;14;28;147;103;30;118,44999999999999
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Eletricista Industrial;Qualificação Profissional (FIC);Controle e Processos Industriais;Elétrica;1;;;;27;;48,6
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Engenharia de Alimentos;Bacharelado;Produção Alimentícia;Alimentos;3;14;26;129;198;40;209,88000000000002
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Engenharia de Computação;Bacharelado;Informação e Comunicação;Informática;1;;41;178;148;41;156,88
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Engenharia de Controle e Automação;Bacharelado;Controle e Processos Industriais;Automação;2;9;69;270;294;80;349,85999999999996
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Engenharia Elétrica;Bacharelado;Controle e Processos Industriais;Elétrica;3;;143;742;450;136;522
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Engenharia Mecânica;Bacharelado;Controle e Processos Industriais;Mecânica;1;8;40;160;221;40;256,35999999999996
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Engenharia Mecatrônica;Bacharelado;Controle e Processos Industriais;Automação;1;;41;68;146;40;167,89999999999998
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Especialização - Desenvolvimento Educacional e Social;Especialização (Lato Sensu);Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;8;41;124;124;246;124;246
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Especialização - Gestão e Negócios;Especialização (Lato Sensu);Gestão e Negócios;Gestão e Negócios;1;12;1;;25;;25
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Especialização - Produção Cultural e Design;Especialização (Lato Sensu);Produção Cultural e Design;Produção Cultural e Design;1;8;;;27;;27
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Especialização - Recursos Naturais;Especialização (Lato Sensu);Recursos Naturais;Recursos Naturais;4;9;30;30;58;30;58
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Física;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;10;47;105;217;80;238,70000000000002
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Gestão de Turismo;Tecnologia;Turismo, Hospitalidade e Lazer;Turismo;1;37;37;113;159;40;160,59
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Língua Brasileira de Sinais (Libras) ­ Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;16;;;30;;6
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Logística;Tecnologia;Gestão e Negócios;Gestão e Negócios;1;6;40;222;186;40;204,60000000000002
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Matemática;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;4;44;138;290;644;160;695,5200000000001
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Medicina Veterinária;Bacharelado;Recursos Naturais;Pecuária;2;80;87;1958;536;80;648,56
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Mestrado - Desenvolvimento Educacional e Social;Mestrado;Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;2;;20;50;40;20;40
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Mestrado Profissional - Ambiente e Saúde;Mestrado Profissional;Ambiente e Saúde;Ambiente e Saúde;1;;26;31;48;25;48
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Mestrado Profissional - Desenvolvimento Educacional e Social;Mestrado Profissional;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;15;;;39;;39
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Mestrado Profissional - Recursos Naturais;Mestrado Profissional;Recursos Naturais;Recursos Naturais;2;25;;;81;;81
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Negócios Imobiliários;Tecnologia;Gestão e Negócios;Gestão e Negócios;1;11;34;82;149;40;149
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Operador de Computador;Qualificação Profissional (FIC);Informação e Comunicação;Informática;2;1;15;14;24;40;42,3
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Pedagogia;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;5;51;180;822;841;201;841
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Ambiente e Saúde;Qualificação Profissional (FIC);Ambiente e Saúde;Ambiente e Saúde;1;;;;7;;12,25
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Controle e Processos Industriais;Qualificação Profissional (FIC);Controle e Processos Industriais;Controle e Processos Industriais;2;1;24;40;49;40;88,2
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Desenvolvimento Educacional e Social;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;1;12;;;33;;9,075000000000001
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Gestão e Negócios;Qualificação Profissional (FIC);Gestão e Negócios;Gestão e Negócios;2;9;1;;22;;19,4875
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Informação e Comunicação;Qualificação Profissional (FIC);Informação e Comunicação;Informação e Comunicação;1;;21;21;21;23;2,1
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Produção Alimentícia;Qualificação Profissional (FIC);Produção Alimentícia;Produção Alimentícia;1;61;175;265;175;150;35
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Recursos Naturais;Qualificação Profissional (FIC);Recursos Naturais;Recursos Naturais;1;;60;60;60;60;12
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Qualificação Profissional - Segurança;Qualificação Profissional (FIC);Segurança;Segurança;4;56;70;80;158;80;135,225
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Química;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;5;59;125;267;80;293,70000000000005
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Redes de Computadores;Tecnologia;Informação e Comunicação;Informática;5;28;115;243;462;120;577,5
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Sistemas de Informação;Bacharelado;Informação e Comunicação;Informática;2;9;78;244;422;80;510,62
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Sistemas Para Internet;Tecnologia;Informação e Comunicação;Informática;1;12;43;82;159;43;198,75
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Administração;Técnico;Gestão e Negócios;Gestão e Negócios;4;103;174;433;521;175;573,1
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Agrimensura;Técnico;Infraestrutura;Geomática e Agrimensura;2;13;37;129;89;59;106,8
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Agroecologia;Técnico;Recursos Naturais;Agrícola;1;13;35;62;108;35;129,6
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Agropecuária;Técnico;Recursos Naturais;Agrícola;13;273;774;2316;2383;786;2859,6
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Alimentos;Técnico;Produção Alimentícia;Alimentos;1;1;34;106;100;35;120
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Automação Industrial;Técnico;Controle e Processos Industriais;Automação;5;29;180;455;503;180;638,8100000000001
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Cervejaria;Técnico;Produção Alimentícia;Agroindustria;1;;26;26;64;40;73,6
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Controle Ambiental;Técnico;Ambiente e Saúde;Meio Ambiente;3;30;35;179;138;35;160,07999999999998
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Defesa Civil;Técnico;Segurança;Segurança;1;8;2;;65;;72,15
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Edificações;Técnico;Infraestrutura;Civil;1;;;;37;;48,1
